Name,Date,Water Vol,On-Line,Av BHP,Spot BHP,Av BHT,Av WHP,Cum WHP,Cum Volume
IA04,2006-06-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.0
IA04,2006-06-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.0
IA04,2006-06-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.0
IA04,2006-06-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.0
IA04,2006-06-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.0
IA04,2006-06-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.0
IA04,2006-06-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.0
IA04,2006-06-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.0
IA04,2006-06-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.0
IA04,2006-06-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.0
IA04,2006-06-25 00:00:00,4000.0,6.5,999.1490478515625,2028.2376708984375,19.599233627319336,23.32762336730957,23.32762336730957,6750.0
IA04,2006-06-26 00:00:00,22582.0,24.0,2063.35009765625,2063.11669921875,25.69880485534668,98.16751098632812,121.4951343536377,29332.0
IA04,2006-06-27 00:00:00,27730.0,24.0,2085.93017578125,2135.0576171875,26.118324279785156,100.85089874267578,222.34603309631348,57062.0
IA04,2006-06-28 00:00:00,28125.0,21.5,1990.0225830078125,609.0618896484375,26.383922576904297,98.2524185180664,320.5984516143799,85187.0
IA04,2006-06-29 00:00:00,0.0,0.0,515.9795532226562,579.5934448242188,22.946847915649414,21.101282119750977,341.69973373413086,85187.0
IA04,2006-06-30 00:00:00,0.0,0.0,692.7322387695312,728.2990112304688,18.70218276977539,13.540992736816406,355.24072647094727,85187.0
IA04,2006-07-01 00:00:00,0.0,0.0,719.3773142496744,719.3773142496744,19.023885528246563,0.27368748071603477,355.5144139516633,85187.0
IA04,2006-07-02 00:00:00,0.0,0.0,706.4699287414551,706.4699287414551,18.964763641357422,0.060472523948798575,355.5748864756121,85187.0
IA04,2006-07-03 00:00:00,0.0,0.0,698.295736948649,698.295736948649,19.860498627026875,0.07490368171905477,355.64979015733115,85187.0
IA04,2006-07-04 00:00:00,0.0,0.0,676.836488087972,676.836488087972,21.989723245302837,0.07809251546859741,355.72788267279975,85187.0
IA04,2006-07-05 00:00:00,25411.896118164062,21.5,1925.4655316670735,1925.4655316670735,25.947839101155598,89.62626230095823,445.35414497375797,110598.89611816406
IA04,2006-07-06 00:00:00,29642.46219889323,24.0,2107.4177449544272,2107.4177449544272,26.522799968719482,102.84082555770874,548.1949705314667,140241.35831705728
IA04,2006-07-07 00:00:00,29660.346923828125,24.0,2116.4937998453775,2116.4937998453775,27.492021441459656,103.57496722539265,651.7699377568593,169901.7052408854
IA04,2006-07-08 00:00:00,29639.062540690105,24.0,2117.8406982421875,2117.8406982421875,27.74734095732371,103.8602975209554,755.6302352778148,199540.7677815755
IA04,2006-07-09 00:00:00,29788.442626953125,24.0,2126.3445739746094,2126.3445739746094,27.809004028638203,104.5879397392273,860.2181750170421,229329.21040852863
IA04,2006-07-10 00:00:00,29778.80155436198,24.0,2145.215337117513,2145.215337117513,27.669086933135986,105.98307180404663,966.2012468210887,259108.0119628906
IA04,2006-07-11 00:00:00,29660.271525065105,24.0,2152.662343343099,2152.662343343099,27.526047269503277,106.59842093785603,1072.7996677589447,288768.2834879557
IA04,2006-07-12 00:00:00,25267.901896158855,20.5,1970.9010060628254,1970.9010060628254,27.3897043466568,96.55039405822754,1169.3500618171722,314036.18538411456
IA04,2006-07-13 00:00:00,2271.6749267578125,3.0,762.8279991149902,762.8279991149902,24.141361792882282,10.49655213408793,1179.8466139512602,316307.8603108724
IA04,2006-07-14 00:00:00,29781.343505859375,24.0,2153.2723286946616,2153.2723286946616,26.952767809232075,106.814621925354,1286.6612358766142,346089.20381673175
IA04,2006-07-15 00:00:00,10087.359822591146,8.0,1216.3915189107258,1216.3915189107258,25.45030466715495,45.55412767330805,1332.2153635499224,356176.5636393229
IA04,2006-07-16 00:00:00,0.0,0.0,574.4393641153971,574.4393641153971,20.145132939020794,2.1763574679692588,1334.3917210178915,356176.5636393229
IA04,2006-07-17 00:00:00,0.0,0.0,555.8913192749023,555.8913192749023,18.119846026102703,3.0049340526262918,1337.396655070518,356176.5636393229
IA04,2006-07-18 00:00:00,0.0,0.0,659.2585055033366,659.2585055033366,17.523971219857533,3.2751471772789955,1340.671802247797,356176.5636393229
IA04,2006-07-19 00:00:00,9260.081176757812,7.5,1177.7626113891602,1177.7626113891602,20.422380685806274,31.17332368235414,1371.845125930151,365436.6448160807
IA04,2006-07-20 00:00:00,30160.519368489582,24.0,2138.1761220296225,2138.1761220296225,24.99056573708852,105.57930739720662,1477.4244333273575,395597.16418457025
IA04,2006-07-21 00:00:00,7807.730539957683,6.5,1000.4082870483398,1000.4082870483398,23.625133474667866,62.07063961029053,1539.495072937648,403404.89472452796
IA04,2006-07-22 00:00:00,29606.635213216145,24.0,2093.4870529174805,2093.4870529174805,25.83920669555664,102.38381401697795,1641.878886954626,433011.5299377441
IA04,2006-07-23 00:00:00,30268.79296875,24.0,2166.567657470703,2166.567657470703,25.488880674044292,107.84934933980306,1749.728236294429,463280.3229064941
IA04,2006-07-24 00:00:00,30165.210327148438,24.0,2173.638381958008,2173.638381958008,25.817662596702576,108.41626342137654,1858.1444997158055,493445.5332336425
IA04,2006-07-25 00:00:00,30145.777954101562,24.0,2176.887191772461,2176.887191772461,25.63419222831726,108.72975571950276,1966.8742554353082,523591.3111877441
IA04,2006-07-26 00:00:00,30035.310099283855,24.0,2193.8048655192056,2193.8048655192056,25.504485726356506,109.87215439478557,2076.746409830094,553626.621287028
IA04,2006-07-27 00:00:00,29822.837890625,24.0,2213.5304209391275,2213.5304209391275,25.019472042719524,111.21644862492879,2187.962858455023,583449.459177653
IA04,2006-07-28 00:00:00,30030.96797688802,24.0,2237.0309244791665,2237.0309244791665,25.58973526954651,112.77363538742065,2300.7364938424435,613480.427154541
IA04,2006-07-29 00:00:00,29938.711507161457,24.0,2250.2870432535806,2250.2870432535806,25.502305229504902,113.75788561503093,2414.494379457474,643419.1386617025
IA04,2006-07-30 00:00:00,29841.085408528645,24.0,2253.4330546061196,2253.4330546061196,25.75094012419383,114.34859800338745,2528.8429774608617,673260.2240702312
IA04,2006-07-31 00:00:00,29654.009358723957,24.0,2258.7134297688804,2258.7134297688804,25.890056292215984,115.28127511342366,2644.1242525742855,702914.2334289552
IA04,2006-08-01 00:00:00,29562.032552083332,23.5,2272.106648763021,2272.106648763021,25.712465683619182,116.5205815633138,2760.6448341375994,732476.2659810386
IA04,2006-08-02 00:00:00,23314.050537109375,19.0,1982.1238810221355,1982.1238810221355,23.28010578950246,98.13810670375824,2858.7829408413577,755790.3165181479
IA04,2006-08-03 00:00:00,29645.592610677082,24.0,2245.4984741210938,2245.4984741210938,25.75374372800191,114.34768835703532,2973.130629198393,785435.9091288251
IA04,2006-08-04 00:00:00,29924.52685546875,24.0,2306.7710927327475,2306.7710927327475,25.916831453641255,118.81966400146484,3091.9502931998577,815360.4359842938
